,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_hidden_size,params_learning_rate,params_learning_rate_decay,params_num_layers,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,state
0,0,0.874,2025-04-30 17:45:37.303901,2025-04-30 17:57:30.707920,0 days 00:11:53.404019,64,20,128,0.002,0.98,2,,,,COMPLETE
1,1,0.9023,2025-04-30 17:57:30.708418,2025-04-30 18:09:23.381710,0 days 00:11:52.673292,128,20,128,0.001,0.99,2,0.8906,0.8906,0.8906,COMPLETE
2,2,0.976,2025-04-30 18:09:23.382165,2025-04-30 18:21:15.532680,0 days 00:11:52.150515,128,20,128,0.001,0.9199999999999999,2,,,,COMPLETE
3,3,0.9939,2025-04-30 18:21:15.533087,2025-04-30 18:33:11.165699,0 days 00:11:55.632612,128,20,128,0.002,0.9299999999999999,2,,,,COMPLETE
4,4,0.7364,2025-04-30 18:33:11.166086,2025-04-30 18:44:19.123336,0 days 00:11:07.957250,512,20,128,0.005,0.9199999999999999,2,0.7364,,,PRUNED
5,5,0.9859,2025-04-30 18:44:19.123656,2025-04-30 18:56:34.850740,0 days 00:12:15.727084,256,20,128,0.005,0.86,2,,,,COMPLETE
6,6,0.8841,2025-04-30 18:56:34.851123,2025-04-30 19:05:24.888215,0 days 00:08:50.037092,128,20,128,0.002,0.99,2,0.8841,,,PRUNED
7,7,0.9663,2025-04-30 19:05:24.888522,2025-04-30 19:17:40.608486,0 days 00:12:15.719964,256,20,128,0.001,0.99,2,,,,COMPLETE
8,8,0.9815,2025-04-30 19:17:40.608867,2025-04-30 19:35:06.137811,0 days 00:17:25.528944,1024,20,128,0.002,0.9299999999999999,2,,,,COMPLETE
9,9,0.6414,2025-04-30 19:35:06.138225,2025-04-30 19:42:11.339654,0 days 00:07:05.201429,64,20,128,0.005,0.86,2,0.6414,,,PRUNED
10,10,0.6899,2025-04-30 19:42:11.339960,2025-04-30 19:55:24.981296,0 days 00:13:13.641336,32,20,128,0.002,0.95,2,,,,COMPLETE
11,11,0.887,2025-04-30 19:55:24.981720,2025-04-30 20:06:51.921846,0 days 00:11:26.940126,256,20,128,0.005,0.87,2,0.887,,,PRUNED
12,12,0.9843,2025-04-30 20:06:51.922193,2025-04-30 20:19:23.299430,0 days 00:12:31.377237,256,20,128,0.005,0.89,2,,,,COMPLETE
13,13,0.7088,2025-04-30 20:19:23.299820,2025-04-30 20:28:30.469382,0 days 00:09:07.169562,32,20,128,0.002,0.89,2,0.7088,,,PRUNED
14,14,0.9288,2025-04-30 20:28:30.469700,2025-04-30 20:42:45.735734,0 days 00:14:15.266034,512,20,128,0.005,0.96,2,0.9283,,,COMPLETE
15,15,0.9473,2025-04-30 20:42:45.736132,2025-04-30 21:00:26.180043,0 days 00:17:40.443911,1024,20,128,0.002,0.9,2,,,,COMPLETE
16,16,0.8794,2025-04-30 21:00:26.180457,2025-04-30 21:12:50.511895,0 days 00:12:24.331438,256,20,128,0.005,0.85,2,,,,COMPLETE
17,17,0.8884,2025-04-30 21:12:50.512291,2025-04-30 21:24:45.159025,0 days 00:11:54.646734,128,20,128,0.005,0.94,2,0.9023,0.9023,,COMPLETE
18,18,0.9898,2025-04-30 21:24:45.159419,2025-04-30 21:36:39.703566,0 days 00:11:54.544147,128,20,128,0.002,0.9,2,,,,COMPLETE
19,19,0.9831,2025-04-30 21:36:39.703951,2025-04-30 21:48:35.384974,0 days 00:11:55.681023,128,20,128,0.002,0.9,2,,,,COMPLETE
20,20,0.8687,2025-04-30 21:48:35.385377,2025-04-30 21:59:51.330863,0 days 00:11:15.945486,128,20,128,0.002,0.96,2,0.8687,,,PRUNED
21,21,0.9582,2025-04-30 21:59:51.331207,2025-04-30 22:11:47.162702,0 days 00:11:55.831495,128,20,128,0.002,0.88,2,,,,COMPLETE
22,22,0.9844,2025-04-30 22:11:47.163116,2025-04-30 22:24:13.261016,0 days 00:12:26.097900,256,20,128,0.002,0.9099999999999999,2,,,,COMPLETE
23,23,0.9929,2025-04-30 22:24:13.261420,2025-04-30 22:36:07.317169,0 days 00:11:54.055749,128,20,128,0.001,0.85,2,,,,COMPLETE
24,24,0.3458,2025-04-30 22:36:07.317558,2025-04-30 22:43:14.492080,0 days 00:07:07.174522,128,20,128,0.001,0.94,2,0.3458,,,PRUNED
25,25,0.9913,2025-04-30 22:43:14.492392,2025-04-30 22:55:10.654885,0 days 00:11:56.162493,128,20,128,0.001,0.85,2,,,,COMPLETE
26,26,0.9481,2025-04-30 22:55:10.655282,2025-04-30 23:07:06.278024,0 days 00:11:55.622742,128,20,128,0.001,0.85,2,0.9481,,,COMPLETE
27,27,0.9666,2025-04-30 23:07:06.278410,2025-04-30 23:19:00.444200,0 days 00:11:54.165790,128,20,128,0.001,0.87,2,,,,COMPLETE
28,28,0.7692,2025-04-30 23:19:00.444603,2025-04-30 23:32:12.127968,0 days 00:13:11.683365,32,20,128,0.001,0.87,2,,,,COMPLETE
29,29,0.9694,2025-04-30 23:32:12.128375,2025-04-30 23:44:07.296755,0 days 00:11:55.168380,64,20,128,0.001,0.97,2,,,,COMPLETE
